,name,type,label,exclam.,det.,conj.,number,pron.,prep.,adv.,adj.,v.,n.
9938,await ,v.,C1,0,0,0,0,0,0,0,0,1,0
9939,backdrop ,n.,C1,0,0,0,0,0,0,0,0,0,1
9940,backing ,n.,C1,0,0,0,0,0,0,0,0,0,1
9941,backup ,n.,C1,0,0,0,0,0,0,0,0,0,1
9942,bail ,n.,C1,0,0,0,0,0,0,0,0,0,1
9943,ballot ,n.,C1,0,0,0,0,0,0,0,0,0,1
9944,banner ,n.,C1,0,0,0,0,0,0,0,0,0,1
9945,bare ,adj.,C1,0,0,0,0,0,0,0,1,0,0
9946,barrel ,n.,C1,0,0,0,0,0,0,0,0,0,1
9947,bass1 ,n.,C1,0,0,0,0,0,0,0,0,0,1
9948,bat ,v.,C1,0,0,0,0,0,0,0,0,1,0
9949,battlefield ,n.,C1,0,0,0,0,0,0,0,0,0,1
9950,bay ,n.,C1,0,0,0,0,0,0,0,0,0,1
9951,beam ,n.,C1,0,0,0,0,0,0,0,0,0,1
9952,beast ,n.,C1,0,0,0,0,0,0,0,0,0,1
9953,behalf ,n.,C1,0,0,0,0,0,0,0,0,0,1
9954,beloved ,adj.,C1,0,0,0,0,0,0,0,1,0,0
9955,bench ,n.,C1,0,0,0,0,0,0,0,0,0,1
9956,benchmark ,n.,C1,0,0,0,0,0,0,0,0,0,1
9957,beneath ,prep.,C1,0,0,0,0,0,1,0,0,0,0
9958,beneficiary ,n.,C1,0,0,0,0,0,0,0,0,0,1
9959,betray ,v.,C1,0,0,0,0,0,0,0,0,1,0
9960,bind ,v.,C1,0,0,0,0,0,0,0,0,1,0
9961,biography ,n.,C1,0,0,0,0,0,0,0,0,0,1
9962,bishop ,n.,C1,0,0,0,0,0,0,0,0,0,1
9963,bizarre ,adj.,C1,0,0,0,0,0,0,0,1,0,0
9964,blade ,n.,C1,0,0,0,0,0,0,0,0,0,1
9965,blast ,"n.,v.",C1,0,0,0,0,0,0,0,0,1,1
9966,blast ,"n.,v.",C1,0,0,0,0,0,0,0,0,1,1
9967,bleed ,v.,C1,0,0,0,0,0,0,0,0,1,0
9968,blend ,"v.,n.",C1,0,0,0,0,0,0,0,0,1,1
9969,blend ,"v.,n.",C1,0,0,0,0,0,0,0,0,1,1
9970,bless ,v.,C1,0,0,0,0,0,0,0,0,1,0
9971,blessing ,n.,C1,0,0,0,0,0,0,0,0,0,1
9972,boast ,v.,C1,0,0,0,0,0,0,0,0,1,0
9973,bonus ,n.,C1,0,0,0,0,0,0,0,0,0,1
9974,boom ,n.,C1,0,0,0,0,0,0,0,0,0,1
9975,bounce ,v.,C1,0,0,0,0,0,0,0,0,1,0
9976,boundary ,n.,C1,0,0,0,0,0,0,0,0,0,1
9977,bow1 ,"v.,n.",C1,0,0,0,0,0,0,0,0,1,1
9978,bow1 ,"v.,n.",C1,0,0,0,0,0,0,0,0,1,1
9979,breach ,"n.,v.",C1,0,0,0,0,0,0,0,0,1,1
9980,breach ,"n.,v.",C1,0,0,0,0,0,0,0,0,1,1
9981,breakdown ,n.,C1,0,0,0,0,0,0,0,0,0,1
9982,breakthrough ,n.,C1,0,0,0,0,0,0,0,0,0,1
9983,breed ,"v.,n.",C1,0,0,0,0,0,0,0,0,1,1
9984,breed ,"v.,n.",C1,0,0,0,0,0,0,0,0,1,1
9985,broadband ,n.,C1,0,0,0,0,0,0,0,0,0,1
9986,browser ,n.,C1,0,0,0,0,0,0,0,0,0,1
9987,brutal ,adj.,C1,0,0,0,0,0,0,0,1,0,0
9988,buck ,n.,C1,0,0,0,0,0,0,0,0,0,1
9989,buddy ,n.,C1,0,0,0,0,0,0,0,0,0,1
9990,buffer ,n.,C1,0,0,0,0,0,0,0,0,0,1
9991,bulk ,n.,C1,0,0,0,0,0,0,0,0,0,1
9992,burden ,n.,C1,0,0,0,0,0,0,0,0,0,1
9993,bureaucracy ,n.,C1,0,0,0,0,0,0,0,0,0,1
9994,burial ,n.,C1,0,0,0,0,0,0,0,0,0,1
9995,burst ,v.,C1,0,0,0,0,0,0,0,0,1,0
9996,cabinet ,n.,C1,0,0,0,0,0,0,0,0,0,1
9997,calculation ,n.,C1,0,0,0,0,0,0,0,0,0,1
9998,canvas ,n.,C1,0,0,0,0,0,0,0,0,0,1
9999,capability ,n.,C1,0,0,0,0,0,0,0,0,0,1
10000,capitalism ,n.,C1,0,0,0,0,0,0,0,0,0,1
10001,capitalist ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10002,cargo ,n.,C1,0,0,0,0,0,0,0,0,0,1
10003,carriage ,n.,C1,0,0,0,0,0,0,0,0,0,1
10004,carve ,v.,C1,0,0,0,0,0,0,0,0,1,0
10005,casino ,n.,C1,0,0,0,0,0,0,0,0,0,1
10006,casualty ,n.,C1,0,0,0,0,0,0,0,0,0,1
10007,catalogue ,n.,C1,0,0,0,0,0,0,0,0,0,1
10008,cater ,v.,C1,0,0,0,0,0,0,0,0,1,0
10009,cattle ,n.,C1,0,0,0,0,0,0,0,0,0,1
10010,caution ,n.,C1,0,0,0,0,0,0,0,0,0,1
10011,cautious ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10012,cease ,v.,C1,0,0,0,0,0,0,0,0,1,0
10013,cemetery ,n.,C1,0,0,0,0,0,0,0,0,0,1
10014,chamber ,n.,C1,0,0,0,0,0,0,0,0,0,1
10015,chaos ,n.,C1,0,0,0,0,0,0,0,0,0,1
10016,characterize ,v.,C1,0,0,0,0,0,0,0,0,1,0
10017,charm ,n.,C1,0,0,0,0,0,0,0,0,0,1
10018,charter ,n.,C1,0,0,0,0,0,0,0,0,0,1
10019,chronic ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10020,chunk ,n.,C1,0,0,0,0,0,0,0,0,0,1
10021,circulate ,v.,C1,0,0,0,0,0,0,0,0,1,0
10022,circulation ,n.,C1,0,0,0,0,0,0,0,0,0,1
10023,citizenship ,n.,C1,0,0,0,0,0,0,0,0,0,1
10024,civic ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10025,civilian ,"n.,adj.",C1,0,0,0,0,0,0,0,1,0,1
10026,civilian ,"n.,adj.",C1,0,0,0,0,0,0,0,1,0,1
10027,clarity ,n.,C1,0,0,0,0,0,0,0,0,0,1
10028,clash ,n.,C1,0,0,0,0,0,0,0,0,0,1
10029,classification ,n.,C1,0,0,0,0,0,0,0,0,0,1
10030,cling ,v.,C1,0,0,0,0,0,0,0,0,1,0
10031,clinical ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10032,closure ,n.,C1,0,0,0,0,0,0,0,0,0,1
10033,cluster ,n.,C1,0,0,0,0,0,0,0,0,0,1
10034,coalition ,n.,C1,0,0,0,0,0,0,0,0,0,1
10035,coastal ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10036,cocktail ,n.,C1,0,0,0,0,0,0,0,0,0,1
10037,cognitive ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10038,coincide ,v.,C1,0,0,0,0,0,0,0,0,1,0
10039,collaborate ,v.,C1,0,0,0,0,0,0,0,0,1,0
10040,collaboration ,n.,C1,0,0,0,0,0,0,0,0,0,1
10041,collective ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10042,collision ,n.,C1,0,0,0,0,0,0,0,0,0,1
10043,colonial ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10044,columnist ,n.,C1,0,0,0,0,0,0,0,0,0,1
10045,combat ,"n.,v.",C1,0,0,0,0,0,0,0,0,1,1
10046,combat ,"n.,v.",C1,0,0,0,0,0,0,0,0,1,1
10047,commence ,v.,C1,0,0,0,0,0,0,0,0,1,0
10048,commentary ,n.,C1,0,0,0,0,0,0,0,0,0,1
10049,commentator ,n.,C1,0,0,0,0,0,0,0,0,0,1
10050,commerce ,n.,C1,0,0,0,0,0,0,0,0,0,1
10051,commissioner ,n.,C1,0,0,0,0,0,0,0,0,0,1
10052,commodity ,n.,C1,0,0,0,0,0,0,0,0,0,1
10053,communist ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10054,companion ,n.,C1,0,0,0,0,0,0,0,0,0,1
10055,comparable ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10056,compassion ,n.,C1,0,0,0,0,0,0,0,0,0,1
10057,compel ,v.,C1,0,0,0,0,0,0,0,0,1,0
10058,compelling ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10059,compensate ,v.,C1,0,0,0,0,0,0,0,0,1,0
10060,compensation ,n.,C1,0,0,0,0,0,0,0,0,0,1
10061,competence ,n.,C1,0,0,0,0,0,0,0,0,0,1
10062,competent ,adj.,C1,0,0,0,0,0,0,0,1,0,0
10063,compile ,v.,C1,0,0,0,0,0,0,0,0,1,0
10064,complement ,v.,C1,0,0,0,0,0,0,0,0,1,0
10065,complexity ,n.,C1,0,0,0,0,0,0,0,0,0,1
10066,compliance ,n.,C1,0,0,0,0,0,0,0,0,0,1
10067,complication ,n.,C1,0,0,0,0,0,0,0,0,0,1
10068,comply ,v.,C1,0,0,0,0,0,0,0,0,1,0
10069,composition ,n.,C1,0,0,0,0,0,0,0,0,0,1
10070,compromise ,"n.,v.",C1,0,0,0,0,0,0,0,0,1,1
10071,compromise ,"n.,v.",C1,0,0,0,0,0,0,0,0,1,1
10072,compute ,v.,C1,0,0,0,0,0,0,0,0,1,0
